Star,RA,Dec,Period,Method,Gaia_Dist,Calc_Dist,Dust_Av,Status
V* V436 Sgr,290.79002503477,-31.978700705209995,500.0000,Cepheid(IR),,534947.8,0.00,No Gaia Ref
OGLE LMC690.18.000003,78.59372648032,-53.89910607302,0.5486,RR_Lyrae(V),,3357.4,0.00,No Gaia Ref
C* 1883,173.55606139663,-66.80668635663,15.8609,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
OGLE LMC746.10.002949,96.36519246914,-64.39921123943,14.9011,Cepheid(Opt),,67614.7,0.00,No Gaia Ref
ATO J077.6804+06.0434,77.68048873329167,6.043462594488889,0.5014,RR_Lyrae(K),,3151.2,0.00,No Gaia Ref
[DCD2013] CSS J151353.3+152846,228.47224325357,15.47956681356,11.9967,Cepheid(IR),,40940.7,0.00,No Gaia Ref
NSVS  18670455,183.33495141958,-23.726178908430004,0.7116,RR_Lyrae(K),,4185.4,0.00,No Gaia Ref
CRTS J143639.1-224805,219.16265627058456,-22.801291180633616,14.5958,Cepheid(IR),,44445.2,0.00,No Gaia Ref
V* V424 Her,263.68300757251,17.954706688660004,0.6323,RR_Lyrae(K),,4068.5,0.00,No Gaia Ref
ATO J267.2689-02.7146,267.26894470385497,-2.714622699958889,18.2009,Cepheid(IR),,32111.2,0.00,No Gaia Ref
C*  540,99.22746010207,1.2122376208,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[AHB74] C  25,294.12932979134,16.827235757400004,6.9579,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ATO J014.6223-15.1467,14.622256437839996,-15.146725007369998,0.5172,RR_Lyrae(K),,3503.9,0.00,No Gaia Ref
V* V3476 Oph,273.00759899444,1.7617992849900002,14.2718,Cepheid(IR),,29553.3,0.00,No Gaia Ref
NSVS  10614619,236.17539076816,16.6177458261,13.2871,Cepheid(IR),,38200.0,0.00,No Gaia Ref
CRTS J101252.0+045259,153.21666517542,4.883311475930001,14.7976,None,,0,0.00,Processing
V* BC Vul,309.79891188508,25.65921371807,0.5171,RR_Lyrae(V),,3342.0,0.00,No Gaia Ref
CRTS J234704.3-164059,356.76809318899,-16.68335243003,0.5358,RR_Lyrae(K),,4223.9,0.00,No Gaia Ref
CRTS J053007.6-454645,82.53140141469,-45.77922353231,0.6328,RR_Lyrae(V),,3342.0,0.00,No Gaia Ref
OGLE GD-RRLYR-6983,250.43772382471,-52.99797839609,16.6529,Cepheid(Opt),,40308.5,0.00,No Gaia Ref
V* V338 Pav,317.1422954571199,-63.46830823820001,0.5312,RR_Lyrae(K),,3999.2,0.00,No Gaia Ref
CRTS J165523.7+573029,253.84879458424,57.50813293031,0.5272,RR_Lyrae(V),,3342.0,0.00,No Gaia Ref
V* XY And,21.676808471070004,34.06857865037,0.6332,RR_Lyrae(K),,4752.4,0.00,No Gaia Ref
ASAS J155119+0633.8,237.82785266018,6.56365019529,13.2945,Cepheid(IR),,46170.1,0.00,No Gaia Ref
ATO J268.6854+32.6388,268.68545718921,32.6388363523,0.6518,RR_Lyrae(K),,3997.4,0.00,No Gaia Ref
CRTS J045646.4-351244,74.19343921056,-35.21218315321,0.5823,RR_Lyrae(V),,3342.0,0.00,No Gaia Ref
CRTS J174255.0-624854,265.72914882540994,-62.81478882943,0.6432,RR_Lyrae(V),,3342.0,0.00,No Gaia Ref
ATO J106.5720+41.0548,106.57199462604,41.05480119709,18.0860,None,,0,0.00,Processing
OGLE GD-RRLYR-1488,151.44827739700543,-60.48510568968084,0.8445,RR_Lyrae(V),,3340.4,0.00,No Gaia Ref
ATO J110.1550-28.0121,110.15504358932002,-28.012162997830007,0.5891,RR_Lyrae(V),,3338.9,0.00,No Gaia Ref
2MASS J04405333-4326176,70.22227277965,-43.43823418501,24.6210,Cepheid(IR),,85654.3,0.00,No Gaia Ref
UNSW-V 442,192.68506608374,-44.68867956990999,0.5843,RR_Lyrae(K),,3813.0,0.00,No Gaia Ref
ATO J321.9523+13.3944,321.95230215387,13.394469676480002,0.5238,RR_Lyrae(V),,3326.6,0.00,No Gaia Ref
NSVS  10371699,181.12044401471,8.28020442985,0.5378,RR_Lyrae(K),,3119.4,0.00,No Gaia Ref
CRTS J212251.1-620625,320.71243132881,-62.10717281671,0.5538,RR_Lyrae(V),,3326.6,0.00,No Gaia Ref
V* V540 Hya,149.04490131915,-17.00218373198,0.5491,RR_Lyrae(V),,3326.6,0.00,No Gaia Ref
NSVS  16109408,216.95950404465,-20.56912550582,0.7971,RR_Lyrae(K),,4072.9,0.00,No Gaia Ref
NSVS  12066710,37.04106670628,3.46474321782,0.6187,RR_Lyrae(K),,3855.2,0.00,No Gaia Ref
V* V443 Ser,232.16340335385,5.01402364239,13.2944,Cepheid(IR),,46478.1,0.00,No Gaia Ref
CRTS J145943.8-332519,224.93250854804,-33.4218616772,0.6560,RR_Lyrae(V),,3326.6,0.00,No Gaia Ref
ROTSE1 J170614.56+480321.1,256.55975226023,48.05519156944,0.6228,RR_Lyrae(V),,3326.6,0.00,No Gaia Ref
CRTS J201618.6-290220,304.07745870086,-29.03886930245,0.5090,RR_Lyrae(V),,3326.6,0.00,No Gaia Ref
V* V859 Sco,243.891129416,-25.60122093757,0.5235,RR_Lyrae(K),,3124.8,0.00,No Gaia Ref
V* SZ CrB,236.85771835527,29.661757353679995,0.5138,RR_Lyrae(K),,3841.0,0.00,No Gaia Ref
CRTS J193555.5-584252,293.98232396885,-58.71414380931999,43.2344,None,,0,0.00,Processing
V* BF UMa,180.93566914529,46.67168668493,0.5003,RR_Lyrae(K),,3464.6,0.00,No Gaia Ref
SOPS    I e-2,269.26579801061,-60.41144877706,43.2335,Cepheid(IR),,24633.7,0.00,No Gaia Ref
CRTS J192819.0-415115,292.0786084495,-41.85446105808,500.0000,None,,0,0.00,Processing
CRTS J145437.0-150609,223.65377651367,-15.1024887813,0.6562,RR_Lyrae(K),,3980.4,0.00,No Gaia Ref
ATO J303.1795+15.3141,303.17954614649875,15.314181006534168,15.8690,Cepheid(IR),,54838.3,0.00,No Gaia Ref
CRTS J134200.9-351421,205.50386195948127,-35.23908762557278,16.3604,Cepheid(IR),,66031.0,0.00,No Gaia Ref
V* V559 Sco,243.76679824038,-9.78532124017,16.5955,Cepheid(IR),,33819.5,0.00,No Gaia Ref
V* GV Cet,19.60529734332,-17.41566729659,0.6195,RR_Lyrae(V),,3311.3,0.00,No Gaia Ref
DJM 131,107.59443133673,-2.7521239194,54.3995,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ZTF J011711.22+420202.6,19.29674579132,42.0341060146,0.5051,RR_Lyrae(K),,3488.1,0.00,No Gaia Ref
V* TV Ari,32.78626042766,20.44994234892,0.5802,RR_Lyrae(K),,2947.4,0.00,No Gaia Ref
Kiso C6-16,94.35065308754,3.2537776658999995,13.2339,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
NSVS  16157755,223.30255524765,-8.77694031102,11.9967,Cepheid(IR),,35947.5,0.00,No Gaia Ref
SOPS   IV e-86,199.38222166393,-44.92047004521,500.0000,Cepheid(IR),,178466.8,0.00,No Gaia Ref
DJM 325,176.22035187916,-61.43091669233999,12.7697,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V830 Cyg,314.36479321837,39.40726056945999,0.5177,RR_Lyrae(K),,2024.6,0.00,No Gaia Ref
HE 1308-1012,197.79553165575,-10.47610609856,16.3945,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J010900.8+161502,17.25369685835,16.25084329589,0.5520,RR_Lyrae(K),,3949.6,0.00,No Gaia Ref
SOPS    I e-20,170.75058882551,-70.75315413876,500.0000,Cepheid(IR),,74979.0,0.00,No Gaia Ref
[W71b] 087-07,202.83082436891,-64.8644127473,14.5959,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ATO J215.5189-05.1627,215.51900275993,-5.162750140680001,13.2941,None,,0,0.00,Processing
NIKC 3-14,56.43713454323,51.40442034658,17.2688,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C7-74,295.34839762414,29.722237056540003,14.4652,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C7-64,294.93238289562,24.53331223711,16.2147,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1036-2615,159.60782003072,-26.514254413000007,13.5536,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V528 Vir,212.52850845595,-5.53303050695,0.5576,RR_Lyrae(K),,4132.1,0.00,No Gaia Ref
V* AR Sex,153.94545679468,-0.21027344641,0.5801,RR_Lyrae(K),,3541.6,0.00,No Gaia Ref
ATO J328.5970+56.0450,328.5970564438746,56.04512603420805,0.5000,RR_Lyrae(K),,1615.6,0.00,No Gaia Ref
HE 1125-2942,171.99124689509,-29.98461342667,15.0294,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 004-04,114.29337741696,-28.80493277488,5.4028,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V677 Her,242.017299031,24.98894388944,0.5079,RR_Lyrae(K),,3929.1,0.00,No Gaia Ref
Kiso C7-79,295.50839401530993,29.81004425946,14.4652,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ROTSE1 J155230.13+303326.5,238.11669470658,30.55673846999,0.6317,RR_Lyrae(K),,3737.9,0.00,No Gaia Ref
Case  228,321.59773233248,48.60910406931001,14.0395,Cepheid(IR),,889.7,0.00,No Gaia Ref
[W71b] 054-01,147.0154281366,-58.7567741231,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C6-98,103.24847534782002,9.277092187199996,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1104-1442,166.62653137983,-14.98213925663,17.0333,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1221-3106,186.13369825368,-31.39327503028,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J063339.5-341051,98.41424816718624,-34.18182316605833,15.0676,Cepheid(IR),,50085.8,0.00,No Gaia Ref
V* XY Lup,225.45126402926,-52.84167732324,0.5007,RR_Lyrae(K),,2231.5,0.00,No Gaia Ref
V* V3154 Oph,268.26987202887994,6.22933362338,18.2009,Cepheid(IR),,18757.5,0.00,No Gaia Ref
OGLE GD-RRLYR-312,108.38853471481002,-21.22406555944,23.2797,Cepheid(Opt),,50839.2,0.00,No Gaia Ref
ATO J094.5776+15.1273,94.57762545382126,15.12738899325361,0.5542,RR_Lyrae(K),,2001.5,0.00,No Gaia Ref
OGLE SMC-RRLYR-3759,10.31508048372,-68.73443642018,0.6779,RR_Lyrae(V),,3302.2,0.00,No Gaia Ref
CRTS J155136.7-283908,237.90292598957,-28.652134906170005,0.6570,RR_Lyrae(K),,3270.4,0.00,No Gaia Ref
Cl* NGC 6121    SAW V15,245.88311286539,-26.40506179312,16.5956,Cepheid(IR),,30190.7,0.00,No Gaia Ref
NSVS  16267748,236.85660400196,-6.51968209041,0.7563,RR_Lyrae(K),,3859.0,0.00,No Gaia Ref
CRTS J134024.4-372027,205.10108904139,-37.34088966198,0.6405,RR_Lyrae(V),,3296.1,0.00,No Gaia Ref
V* V1167 Cen,198.97051076389,-36.06332177947,17.2695,Cepheid(IR),,61564.0,0.00,No Gaia Ref
V* FV Cet,8.490719153020002,-13.52198009725,500.0000,Cepheid(IR),,529097.2,0.00,No Gaia Ref
V* HS Tel,299.39637650655,-55.9519620747,0.7125,RR_Lyrae(K),,3993.8,0.00,No Gaia Ref
GSC 00570-00139,337.97054433385995,2.62348468879,0.5365,RR_Lyrae(K),,3942.6,0.00,No Gaia Ref
CRTS J232357.7+174525,350.99054844535,17.75709210978,0.9094,RR_Lyrae(V),,3296.1,0.00,No Gaia Ref
V* CI Com,183.54686495506,14.03038887131,14.4760,Cepheid(IR),,53631.0,0.00,No Gaia Ref
Case  227,319.21192060783,50.39143920275,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* HV Boo,227.45766535145,26.85404670339,0.6804,RR_Lyrae(K),,3731.5,0.00,No Gaia Ref
NSVS  14782275,43.64973909178,-13.25865842065,0.6914,RR_Lyrae(K),,3366.1,0.00,No Gaia Ref
CRTS J102704.8-412916,156.77023353593,-41.48781417587,15.0292,Cepheid(IR),,54555.8,0.00,No Gaia Ref
V* EI Nor,245.54044065354003,-59.60765586402,500.0000,Cepheid(IR),,465225.6,0.00,No Gaia Ref
CRTS J190447.3-545056,286.1978234314,-54.84871250723222,4.7391,Cepheid(IR),,25965.1,0.00,No Gaia Ref
V* GU Com,189.76361652164,18.306617557789995,0.5051,RR_Lyrae(K),,3827.9,0.00,No Gaia Ref
SOPS    I e-19,168.88884296556,-70.70787687505,14.1485,Cepheid(IR),,16159.7,0.00,No Gaia Ref
CRTS J062405.7-421553,96.02351044019,-42.265121244540005,0.6830,RR_Lyrae(V),,3281.0,0.00,No Gaia Ref
ATO J263.0590+59.5436,263.05913568716,59.54363414198,0.6499,RR_Lyrae(V),,3281.0,0.00,No Gaia Ref
IRAS 06560-1549,104.56618630329,-15.88721986128,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[AHB74] C   9,287.93505740493,11.9177543353,4.6781,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V3130 Oph,267.91252413399,4.5354368759,0.5041,RR_Lyrae(K),,3531.8,0.00,No Gaia Ref
V* CZ Vir,221.37086997472,-4.021067895169999,0.5159,RR_Lyrae(K),,3305.7,0.00,No Gaia Ref
NSVS  14554494,344.20033524408,5.36914598661,0.5365,RR_Lyrae(K),,3293.0,0.00,No Gaia Ref
CRTS J132316.4-231900,200.81816526732,-23.31658364692,0.5568,RR_Lyrae(V),,3281.0,0.00,No Gaia Ref
CRTS J102219.8-054602,155.58289912054,-5.767118995360001,19.9896,None,,0,0.00,Processing
Cl* NGC 6121   SAWV      76,245.52311666852,-26.36197976738,1.2382,Cepheid(IR),,5245.2,0.00,No Gaia Ref
CRTS J173917.6-690520,264.8239628691799,-69.08876184972,0.5665,RR_Lyrae(V),,3281.0,0.00,No Gaia Ref
SV* BV   927,78.33136875449,-58.58429204175,0.5037,RR_Lyrae(V),,3281.0,0.00,No Gaia Ref
OGLE MBR242.14.00851,60.86407052050001,-81.80476471391,0.6318,RR_Lyrae(V),,3273.4,0.00,No Gaia Ref
V* GK Tel,282.09009138680995,-49.58437587868999,0.8146,RR_Lyrae(K),,4366.3,0.00,No Gaia Ref
BPS CS 29521-0078,347.67875824799,10.60074242115,0.5235,RR_Lyrae(K),,4448.5,0.00,No Gaia Ref
UNSW-V 389,141.46440808832,-24.35041316763,12.0167,Cepheid(IR),,44890.8,0.00,No Gaia Ref
V* V487 Hya,128.237614026,2.98413701775,0.5620,RR_Lyrae(K),,3288.3,0.00,No Gaia Ref
CRTS J144058.1+331635,220.24210297391,33.27651147873,16.1780,None,,0,0.00,Processing
V* V455 Vir,197.96211746556,-2.1636133009600003,0.5324,RR_Lyrae(K),,3790.0,0.00,No Gaia Ref
CRTS J112521.1-111609,171.33842745313,-11.26951953265,1.4232,None,,0,0.00,Processing
CRTS J090359.5-193847,135.99734673456,-19.646716856569995,0.7683,RR_Lyrae(V),,3265.9,0.00,No Gaia Ref
V* V488 Ser,238.61718111342,15.35604965759,13.2871,None,,0,0.00,Processing
CRTS J033546.0-290210,53.94193774194999,-29.036174720850003,17.8372,Cepheid(IR),,72493.9,0.00,No Gaia Ref
UCAC4 084-013145,108.79642300070002,-73.33018147349,0.6102,RR_Lyrae(K),,3236.2,0.00,No Gaia Ref
CRTS J124127.2-145102,190.36359467731,-14.850603879910002,17.2829,None,,0,0.00,Processing
NSVS  16117768,210.67446397319,-13.24009367174,0.5216,RR_Lyrae(K),,3193.5,0.00,No Gaia Ref
CRTS J110057.2-050927,165.23851264117,-5.15786025716,13.3929,None,,0,0.00,Processing
SB 301,11.22114042017,-24.710905608849995,0.5705,RR_Lyrae(K),,3679.8,0.00,No Gaia Ref
CRTS J052314.1+175814,80.80899887838,17.97056977832,0.6857,RR_Lyrae(V),,3265.9,0.00,No Gaia Ref
NSV 12800,301.95567211825994,-42.72977415342999,14.7716,Cepheid(IR),,53782.9,0.00,No Gaia Ref
CRTS J210618.0-314039,316.57505876644586,-31.67769644593,5.5053,Cepheid(IR),,27639.7,0.00,No Gaia Ref
SB 363,13.67279568084,-28.23196933313,500.0000,Cepheid(IR),,645382.8,0.00,No Gaia Ref
ASAS J145305-2550.3,223.27000721235,-25.83805755214,0.5902,RR_Lyrae(K),,3115.2,0.00,No Gaia Ref
ATO J205.1361-05.8500,205.13615275379,-5.85003556878,0.7227,RR_Lyrae(V),,3250.9,0.00,No Gaia Ref
V* GW Aqr,337.71878701009,-7.711422939290003,0.5256,RR_Lyrae(K),,3459.7,0.00,No Gaia Ref
ATO J140.5269-05.7677,140.52695415458,-5.76774999122,0.5774,RR_Lyrae(V),,3250.9,0.00,No Gaia Ref
V* BG Boo,210.12098400812,25.09555474162,14.4323,Cepheid(IR),,55054.3,0.00,No Gaia Ref
V* CM Aqr,317.10625507272994,-13.901083994040002,0.5104,RR_Lyrae(K),,3989.1,0.00,No Gaia Ref
CHSS 3993,62.4508210965,-8.01293377002,14.0496,Cepheid(IR),,63471.8,0.00,No Gaia Ref
V* RU PsA,335.10156994682,-26.13609872131,0.5093,RR_Lyrae(K),,3722.5,0.00,No Gaia Ref
1SWASP J013716.74-241623.0,24.319824573300004,-24.2732209691,0.6481,RR_Lyrae(V),,3250.9,0.00,No Gaia Ref
V* AL Pic,70.37845749852,-52.27693250739,0.5479,RR_Lyrae(K),,3499.8,0.00,No Gaia Ref
CRTS J225222.0-321418,343.09186090797994,-32.23897802315,0.6324,RR_Lyrae(V),,3250.9,0.00,No Gaia Ref
CRTS J044725.7-091101,71.85715807284,-9.18371239398,40.2594,Cepheid(IR),,109033.1,0.00,No Gaia Ref
2MASS J19495987-5533587,297.49953284868,-55.56631429601,15.2931,Cepheid(IR),,55610.5,0.00,No Gaia Ref
ATO J005.5419+15.5369,5.541913852169166,15.53696039858194,17.5195,Cepheid(IR),,49804.2,0.00,No Gaia Ref
CRTS J174413.8+554853,266.0574641220799,55.81498304472,0.5215,RR_Lyrae(V),,3250.9,0.00,No Gaia Ref
Case  683,348.05527137093,57.48052546373,22.8681,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V544 Hya,158.33741004063,-20.45444823036,0.6185,RR_Lyrae(K),,3739.2,0.00,No Gaia Ref
NSVS    933595,179.67376606346,77.43983992854,0.6031,RR_Lyrae(K),,3404.7,0.00,No Gaia Ref
CRTS J065110.8-333109,102.79518362029002,-33.5190843872,0.5100,RR_Lyrae(V),,3250.9,0.00,No Gaia Ref
OGLE SMC-RRLYR-6023,27.441838304689995,-66.24671051615,0.5674,RR_Lyrae(K),,3854.0,0.00,No Gaia Ref
CRTS J103612.1+052030,159.05079611663,5.34201158875,14.8385,Cepheid(IR),,53266.8,0.00,No Gaia Ref
CRTS J055021.3-330804,87.5890730597925,-33.13448280195193,0.7139,RR_Lyrae(K),,4897.8,0.00,No Gaia Ref
OGLE GD-RRLYR-1525,153.08026862597,-50.18174804361,15.2129,Cepheid(Opt),,46930.4,0.00,No Gaia Ref
V* T Men,77.48492203719,-71.64461806037,0.5008,RR_Lyrae(K),,3800.7,0.00,No Gaia Ref
ATO J269.5150+41.8303,269.51501842035,41.83045789151001,0.6916,RR_Lyrae(V),,3235.9,0.00,No Gaia Ref
V* HT Psc,24.4231465755,7.05546657514,0.5481,RR_Lyrae(K),,3292.4,0.00,No Gaia Ref
FASTT  482,153.15795728819,-0.50296787852,0.7589,RR_Lyrae(K),,4023.1,0.00,No Gaia Ref
V* V546 Hya,161.02839245653,-18.87740672848,0.5982,RR_Lyrae(K),,3303.9,0.00,No Gaia Ref
ASAS J045808+2221.0,74.53539173602,22.34996718797,0.6048,RR_Lyrae(K),,2670.8,0.00,No Gaia Ref
V* HO Leo,152.05798559556,26.37571850503,0.5731,RR_Lyrae(K),,4004.5,0.00,No Gaia Ref
CRTS J164024.4-193100,250.10117452297004,-19.51700835225,0.8844,RR_Lyrae(V),,3235.9,0.00,No Gaia Ref
CRTS J134235.0-294012,205.64545120709,-29.670333959480004,0.6555,RR_Lyrae(V),,3235.9,0.00,No Gaia Ref
CRTS J012016.8+142503,20.07016186673,14.41761185979,0.7659,RR_Lyrae(V),,3235.9,0.00,No Gaia Ref
V* FW Lyn,139.9645428673,33.87330304722,0.5227,RR_Lyrae(K),,3799.2,0.00,No Gaia Ref
V* BD UMa,179.27846709569,48.40703608842001,0.6811,RR_Lyrae(K),,3530.9,0.00,No Gaia Ref
V* BY Hya,189.67803633034,-29.224151386130004,0.7778,RR_Lyrae(K),,3911.5,0.00,No Gaia Ref
[PS72] 132,351.08388804864,-29.26799798831,500.0000,Cepheid(IR),,607255.6,0.00,No Gaia Ref
UCAC4 102-017837,94.45193246448,-69.65169192633,0.6531,RR_Lyrae(K),,3870.6,0.00,No Gaia Ref
ASAS J142548-3002.2,216.45184996506836,-30.037386059404724,0.5239,RR_Lyrae(K),,3111.5,0.00,No Gaia Ref
CGCS 4243,290.45459675457,2.66891135711,1.6969,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* XZ Crv,187.84119992476,-19.00101188215,0.5519,RR_Lyrae(K),,3535.9,0.00,No Gaia Ref
V* AW For,47.750742983470005,-35.345576162,0.6071,RR_Lyrae(K),,3119.0,0.00,No Gaia Ref
C* 1839,170.22669819336545,-55.743827547138615,9.9992,Cepheid(IR),,191.2,0.00,No Gaia Ref
OGLE GD-RRLYR-1431,149.3250416185,-62.21724766291,0.6326,RR_Lyrae(V),,3234.4,0.00,No Gaia Ref
ASAS J135421-0901.4,208.58687161975,-9.023819765709998,0.5854,RR_Lyrae(K),,3654.5,0.00,No Gaia Ref
OGLE BLG-RRLYR-40717,254.11779767577,-32.61607364489,0.6210,RR_Lyrae(K),,2516.3,0.00,No Gaia Ref
CRTS J034349.5-132814,55.9563406981,-13.470692173680002,39.7308,Cepheid(IR),,113688.5,0.00,No Gaia Ref
SB 234,8.77861550291,-12.79447180449,31.5850,None,,0,0.00,Processing
CRTS J230248.7-070402,345.70318446672,-7.06750384959,500.0000,Cepheid(IR),,553499.9,0.00,No Gaia Ref
CRTS J133312.8-220833,203.30413597112,-22.143142267670004,15.2008,None,,0,0.00,Processing
GSC 03499-01794,250.87018746132,45.39273265661,0.6198,RR_Lyrae(K),,3530.2,0.00,No Gaia Ref
Case  481,319.00581370563,55.36919338444,10.0634,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
NSVS  14447742,326.22180722793,4.36193473537,0.5872,RR_Lyrae(K),,3436.0,0.00,No Gaia Ref
CRTS J023534.1-013912,38.89221532491,-1.6535674109199998,0.7143,RR_Lyrae(K),,5099.4,0.00,No Gaia Ref
ATO J344.7524+18.2650,344.75236755749,18.26506198068,0.6536,RR_Lyrae(V),,3221.1,0.00,No Gaia Ref
1RXS J151633.4-351445,229.14180243181,-35.24699828205001,16.3609,Cepheid(IR),,14921.8,0.00,No Gaia Ref
SOPS   IV e-9,236.00126476313,-24.486680015,18.8766,Cepheid(IR),,10259.7,0.00,No Gaia Ref
FASTT 1534,331.53008451409,-0.7711052310200002,0.5834,RR_Lyrae(K),,3934.9,0.00,No Gaia Ref
UCAC4 117-136974,283.97311630621,-66.736686469,0.7197,RR_Lyrae(K),,3652.8,0.00,No Gaia Ref
ATO J245.0209-09.3760,245.02093059038,-9.375970055400002,16.5955,None,,0,0.00,Processing
V* GY Peg,336.34659793066,34.88602688179,0.5041,RR_Lyrae(K),,3017.0,0.00,No Gaia Ref
V* ZZ Phe,26.34893440152,-46.23870368008,0.7214,RR_Lyrae(K),,3232.3,0.00,No Gaia Ref
ATO J055.9086-25.0698,55.90858497081,-25.06981483066,0.5599,RR_Lyrae(V),,3206.3,0.00,No Gaia Ref
V* WX Aqr,332.56623886743,-16.66298645188,0.5508,RR_Lyrae(K),,3621.5,0.00,No Gaia Ref
ATO J171.8737-19.0397,171.8738117337225,-19.03978863013,23.6208,Cepheid(IR),,76285.5,0.00,No Gaia Ref
ASAS J101256-2919.6,153.23169320138,-29.32732809048,0.5654,RR_Lyrae(K),,3280.9,0.00,No Gaia Ref
V* BN Hya,186.81933925715,-29.08441927478,0.6325,RR_Lyrae(K),,4447.4,0.00,No Gaia Ref
CRTS J210930.2+101444,317.37624530441,10.24564060201,14.6467,None,,0,0.00,Processing
CRTS J045529.3-464524,73.87233454882,-46.75648246338,0.5195,RR_Lyrae(V),,3206.3,0.00,No Gaia Ref
V* V500 Sgr,289.7627430616475,-39.40172349969722,0.6949,RR_Lyrae(K),,3389.4,0.00,No Gaia Ref
V* GQ Cet,11.33594172044,-4.32355322294,0.5659,RR_Lyrae(K),,3355.6,0.00,No Gaia Ref
ATO J078.0380-10.8967,78.03796607439,-10.896646398050002,0.5680,RR_Lyrae(V),,3206.3,0.00,No Gaia Ref
ROTSE1 J155733.60+283225.5,239.39041309961,28.540376979700003,25.1101,Cepheid(IR),,76095.7,0.00,No Gaia Ref
V* T Hyi,6.06623214568,-76.28196423726,0.5697,RR_Lyrae(K),,3481.2,0.00,No Gaia Ref
CRTS J222936.1-453733,337.40112031961627,-45.625714292274445,26.3658,Cepheid(IR),,93117.6,0.00,No Gaia Ref
BPS BS 16968-0020,223.53608536406,4.05530992307,13.2905,None,,0,0.00,Processing
V* UZ Vir,197.18472686724,13.4023289998,0.5085,RR_Lyrae(K),,3394.2,0.00,No Gaia Ref
CRTS J214122.5-031343,325.34410631024,-3.22863374982,15.4244,None,,0,0.00,Processing
ATO J295.9606-21.2865,295.9606177851592,-21.28653575216305,0.8372,RR_Lyrae(K),,3681.7,0.00,No Gaia Ref
V* EO Lib,238.98350369878,-17.582549527820003,0.6096,RR_Lyrae(K),,3615.9,0.00,No Gaia Ref
CRTS J110423.6-105817,166.09854896324,-10.971656558,23.6016,None,,0,0.00,Processing
V* V534 Cen,219.39006381135,-39.50162492304,0.6286,RR_Lyrae(K),,3758.7,0.00,No Gaia Ref
NSVS   9050492,356.67152556039,17.634062282239995,0.5875,RR_Lyrae(K),,3244.6,0.00,No Gaia Ref
CRTS J083140.3+051439,127.91793543447916,5.244546216286945,16.8529,None,,0,0.00,Processing
CRTS J154849.4+370609,237.20621935542,37.10251945181,14.2684,None,,0,0.00,Processing
NSVS  13236189,195.98091648631,-0.80605467799,0.5718,RR_Lyrae(K),,2994.2,0.00,No Gaia Ref
CRTS J005935.0+173343,14.89603866748,17.56198575756,15.1391,Cepheid(IR),,62128.6,0.00,No Gaia Ref
CRTS J202559.2-235903,306.4965546888499,-23.984867253129995,500.0000,None,,0,0.00,Processing
UCAC4 178-220164,283.32667058374,-54.48936902634,15.2929,Cepheid(IR),,55038.6,0.00,No Gaia Ref
V* DI Lib,236.841617906,-16.10740384753,0.6779,RR_Lyrae(K),,3969.5,0.00,No Gaia Ref
CRTS J160249.2-305821,240.70556092675,-30.97261964357,500.0000,None,,0,0.00,Processing
CRTS J210039.5-050857,315.16457695934,-5.14925334361,0.5081,RR_Lyrae(K),,3335.5,0.00,No Gaia Ref
CRTS J131722.6-040438,199.34468595407,-4.077650096080001,2.2544,None,,0,0.00,Processing
IRAS 06129-0525,93.86286868348002,-5.444128353610001,13.2339,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J234032.9-533656,355.13715553972,-53.61549969344,0.6435,RR_Lyrae(V),,3176.9,0.00,No Gaia Ref
CRTS J031320.2-172644,48.33452702547,-17.445775220229997,39.7302,Cepheid(IR),,118015.5,0.00,No Gaia Ref
[MAG2004] 20,303.33096363191,-23.695541332809995,14.3897,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
